PERF_COUNT_HW_CPU_CYCLES,PERF_COUNT_HW_INSTRUCTIONS,PERF_COUNT_SW_PAGE_FAULTS,PERF_COUNT_HW_CACHE_L1D_MISS,PERF_COUNT_HW_CACHE_DTLB_MISS,PERF_COUNT_HW_CACHE_MISS,PERF_COUNT_HW_CACHE_DTLB_MISS,PERF_COUNT_HW_CACHE_DTLB_ACCESSES,PERF_COUNT_SW_CPU_MIGRATIONS,PERF_COUNT_SW_PAGE_FAULTS_MIN,PERF_COUNT_SW_PAGE_FAULTS_MAJ,
49606308,196619164,0,21138,119,86,118,41740253,0,0,0,
39678494,168728425,0,18734,117,80,118,50067320,0,0,0,
39681475,168683392,0,17622,116,20,115,49999146,0,0,0,
39721529,169089027,0,17136,117,35,118,50067122,0,0,0,
39696683,168868209,0,16454,115,22,115,50043073,0,0,0,
39641969,168741925,0,15796,116,23,116,50028548,0,0,0,
39678887,168877182,0,15459,116,38,116,49979935,0,0,0,
39643240,167937985,0,16983,118,95,116,50109527,0,0,0,
39682473,163786363,0,17017,117,62,117,50163588,0,0,0,
39717271,163923862,0,16077,120,21,120,50243473,0,0,0,
39718816,164452680,0,15785,117,33,122,50120987,0,0,0,
39635723,164278531,0,15560,119,61,137,50034237,0,0,0,
39724538,164624821,0,14263,118,54,118,50052497,0,0,0,
39721415,164384590,0,17588,119,50,118,50171173,0,0,0,
39107981,164335112,0,19969,119,63,83,50184700,0,0,0,
38048535,164264833,0,18913,117,37,41,50269657,0,0,0,
37938838,163757398,0,19237,122,16,44,50237973,0,0,0,
38104688,164258074,0,19038,120,31,42,50215629,0,0,0,
38150277,164376409,0,19677,119,23,41,50176670,0,0,0,
38014936,163823433,0,17521,117,39,40,50299660,0,0,0,
38136169,164189495,0,17681,116,30,40,50236861,0,0,0,
38054942,164070622,0,15518,91,17,40,49190867,0,0,0,
38072826,164062812,0,16590,61,72,41,48790414,0,0,0,
38199256,164396160,0,18398,63,3,41,48841328,0,0,0,
38038363,163932048,0,18075,59,34,41,48734757,0,0,0,
38109065,164228665,0,16809,64,24,41,48876473,0,0,0,
38100600,164163158,0,20327,60,47,41,48784542,0,0,0,
38067985,163926312,0,19998,59,42,41,48775550,0,0,0,
39491722,167695525,0,21184,59,17,66,48761372,0,0,0,
40781993,171679216,0,21078,62,80,109,48821308,0,0,0,
42254233,175510939,0,20505,62,9,110,48808109,0,0,0,
43660513,179707678,0,22160,78,47,130,48840712,0,0,0,
45016809,183640337,0,17731,61,9,110,48834163,0,0,0,
46395503,187432619,0,17459,61,36,110,48728188,0,0,0,
47735185,191317414,0,17058,65,38,112,48834360,0,0,0,
49141674,195378689,0,16637,60,0,109,48681367,0,0,0,
39645336,168730780,0,17571,52,40,111,47937008,0,0,0,
39683577,168851590,0,19015,52,34,114,46676976,0,0,0,
39685681,168831060,0,17952,52,35,109,45504780,0,0,0,
