PERF_COUNT_HW_CPU_CYCLES,PERF_COUNT_HW_INSTRUCTIONS,PERF_COUNT_SW_PAGE_FAULTS,PERF_COUNT_HW_CACHE_L1D_MISS,PERF_COUNT_HW_CACHE_DTLB_MISS,PERF_COUNT_HW_CACHE_MISS,PERF_COUNT_HW_CACHE_DTLB_MISS,PERF_COUNT_HW_CACHE_DTLB_ACCESSES,PERF_COUNT_SW_CPU_MIGRATIONS,PERF_COUNT_SW_PAGE_FAULTS_MIN,PERF_COUNT_SW_PAGE_FAULTS_MAJ,
331685200,1383369499,0,11451,369,799,498,483384793,0,0,0,
343887479,1405782235,0,12655,369,374,354,478040558,0,0,0,
334293922,1390544256,0,12726,362,366,362,481812652,0,0,0,
333990208,1389943859,0,12127,335,341,346,481005397,0,0,0,
334727342,1391279026,0,12779,314,432,358,477758591,0,0,0,
333605336,1389628436,0,11886,306,356,378,477036679,0,0,0,
338961870,1402653104,0,12332,305,332,415,477858979,0,0,0,
342693170,1414438322,0,11684,304,335,419,477130483,0,0,0,
347829737,1424457665,0,11854,304,326,409,479056354,0,0,0,
338816371,1404104402,0,12626,293,269,413,476407534,0,0,0,
338811197,1403638465,0,11592,308,313,415,472455105,0,0,0,
348779336,1431233212,0,13017,413,365,475,472462374,0,0,0,
348781142,1433024811,0,11939,353,475,420,473266175,0,0,0,
338813617,1402805450,0,12466,359,347,419,484116733,0,0,0,
338772433,1388657484,0,13523,362,283,429,481976512,0,0,0,
335690718,1388779383,0,11403,357,324,387,482430625,0,0,0,
333666033,1389403064,0,12331,364,348,349,482160147,0,0,0,
334900744,1391517103,0,11343,333,323,342,479729633,0,0,0,
333007860,1388358520,0,12744,358,254,341,476701684,0,0,0,
336300736,1396112347,0,12612,302,305,370,477478635,0,0,0,
340758878,1408765502,0,11517,305,434,412,477351376,0,0,0,
345470407,1416379667,0,11983,311,361,419,479601178,0,0,0,
345966253,1428988339,0,10880,303,319,412,474561879,0,0,0,
338810740,1405880995,0,12608,311,304,415,473394200,0,0,0,
348748968,1430763457,0,12918,359,348,417,472640082,0,0,0,
348751099,1431264699,0,12206,350,269,412,472620870,0,0,0,
338784798,1403564831,0,12640,357,374,419,481874426,0,0,0,
338804854,1392470320,0,11124,351,275,418,482059187,0,0,0,
338807300,1392368534,0,12769,355,346,417,481348725,0,0,0,
333558087,1384414174,0,12538,356,448,383,483476360,0,0,0,
329066090,1382231702,0,12147,331,394,340,479307869,0,0,0,
