PERF_COUNT_HW_CPU_CYCLES,PERF_COUNT_HW_INSTRUCTIONS,PERF_COUNT_SW_PAGE_FAULTS,PERF_COUNT_HW_CACHE_L1D_MISS,PERF_COUNT_HW_CACHE_DTLB_MISS,PERF_COUNT_HW_CACHE_MISS,PERF_COUNT_HW_CACHE_DTLB_MISS,PERF_COUNT_HW_CACHE_DTLB_ACCESSES,PERF_COUNT_SW_CPU_MIGRATIONS,PERF_COUNT_SW_PAGE_FAULTS_MIN,PERF_COUNT_SW_PAGE_FAULTS_MAJ,
794373221,1109657731,16497,1372106,12370,134759,12561,166666257,0,16497,0,
533083093,734216987,14132,1053045,10890,99310,10610,114356908,0,14132,0,
1964025689,2759895808,43113,3920601,33820,557925,32856,414724717,0,43113,0,
736627359,1043918086,15931,1315822,13046,742006,13208,160347989,0,15931,0,
789250954,1103986141,16460,1356447,12479,137878,12473,165717439,0,16460,0,
2084397168,2916731075,46386,4166211,36254,957985,35526,442886172,0,46386,0,
604355283,846608136,14923,1162986,11474,115931,11277,128476238,0,14923,0,
781589802,1102293947,16103,1566011,12362,526597,13088,166802803,0,16103,0,
789256503,1108968040,16493,1391750,12579,134792,12566,165631814,0,16493,0,
383477128,532970725,8878,689042,6662,71485,6964,83759116,0,8878,0,
801987302,1125902315,16484,1636579,13890,387893,13916,168316214,0,16484,0,
794379581,1109836506,16491,1400677,12597,132010,12418,166573530,0,16491,0,
1771512478,2472757017,38413,3457969,31589,1205056,31706,374479871,0,38413,0,
791442646,1107291417,16478,1369389,12374,136628,12483,166147394,0,16478,0,
813772902,1132468689,16465,1703111,14683,864927,14404,171497729,0,16465,0,
658316273,924512865,15403,1220909,11706,123275,11917,141386153,0,15403,0,
706684410,978651413,15639,1260996,11952,124047,11548,147432394,0,15639,0,
688104069,991622337,15570,1844626,13461,357754,12092,147922716,0,15570,0,
789182068,1104082248,16524,1376134,12586,137008,12582,167054818,0,16524,0,
792628357,1107832654,16522,1365604,12481,136344,12586,167023911,0,16522,0,
811435407,1135654360,16457,1386899,13202,755401,13935,175301483,0,16457,0,
551045213,769813482,14367,1121687,11247,109473,10803,115263398,0,14367,0,
789248097,1104206801,16502,1367974,12549,138145,12562,166591349,0,16502,0,
809345021,1146230149,16494,1982976,13376,746494,12975,170845509,0,16494,0,
2083302942,2923932345,46241,3782618,35366,749048,35870,442419625,0,46241,0,
1841461457,2592324165,40490,3752155,32047,930687,32042,389282633,0,40490,0,
789235777,1104031599,16490,1361972,12578,135918,12585,166491263,0,16490,0,
1842909937,2591233827,40210,3755038,30467,322141,31266,394416178,0,40210,0,
