PERF_COUNT_HW_CPU_CYCLES,PERF_COUNT_HW_INSTRUCTIONS,PERF_COUNT_SW_PAGE_FAULTS,PERF_COUNT_HW_CACHE_L1D_MISS,PERF_COUNT_HW_CACHE_DTLB_MISS,PERF_COUNT_HW_CACHE_MISS,PERF_COUNT_HW_CACHE_DTLB_MISS,PERF_COUNT_HW_CACHE_DTLB_ACCESSES,PERF_COUNT_SW_CPU_MIGRATIONS,PERF_COUNT_SW_PAGE_FAULTS_MIN,PERF_COUNT_SW_PAGE_FAULTS_MAJ
667099345,2295665087,4,22005,287,306,375,626692359,0,4,0
667501013,2348740535,6,9007,343,332,358,645159788,0,6,0
673039795,2338218126,4,22546,345,285,303,642178726,0,4,0
672600045,2338283966,6,8792,340,328,292,642174883,0,6,0
672771398,2326796213,4,9510,334,414,294,642238919,0,4,0
671593302,2324823330,4,22328,315,354,296,642917688,0,4,0
677560514,2324555702,6,8802,269,306,313,637254397,0,6,0
677566043,2325669468,4,22394,265,320,333,637786389,0,4,0
677544644,2270573089,6,7654,244,288,397,619019414,0,6,0
677570716,2278332293,4,21578,259,363,370,622849277,0,4,0
677546402,2325171526,4,8389,249,307,443,637744135,0,4,0
677564315,2270899434,6,21718,257,318,405,619090795,0,6,0
677552169,2269998115,4,8826,251,315,381,618777464,0,4,0
677524346,2318357413,6,22002,294,475,394,635391251,0,6,0
676570177,2306678933,4,9182,273,256,393,631470281,0,4,0
833373766,1401945959,4,21800,347,341,445,320868696,0,4,0
731693318,2311424063,6,9135,264,390,408,636776348,0,6,0
677568400,2326318933,4,22003,305,333,391,638128388,0,4,0
677574765,2271134490,6,8473,250,290,394,619295350,0,6,0
677556323,2279292618,4,22337,262,242,361,623287318,0,4,0
677508848,2326145002,6,8772,282,387,332,638157338,0,6,0
677571100,2269410576,4,22106,280,439,442,618361805,0,4,0
677570151,2272810480,4,8406,270,310,396,620253087,0,4,0
677567030,2270048185,6,8530,263,287,416,618704121,0,6,0
677460600,2314956855,4,21609,255,395,398,634242651,0,4,0
675218866,2303624559,6,7605,253,322,391,630355154,0,6,0
832577914,1402411605,4,22239,310,281,391,321033888,0,4,0
681828772,2285001150,4,8121,265,340,394,623721924,0,4,0
672086426,2340315061,6,22706,431,418,408,642739753,0,6,0
679170517,2325718478,4,8948,320,391,438,638795990,0,4,0
667537080,2349199319,6,21404,338,429,354,645240248,0,6,0
667438692,2334170043,4,8936,324,325,293,645279215,0,4,0
672935482,2324052801,4,21980,315,301,301,641230583,0,4,0
677553068,2325180587,6,9100,260,298,350,637742215,0,6,0
677562387,2325400163,4,22608,261,297,316,637708573,0,4,0
677569424,2276536727,6,8166,278,290,364,622019198,0,6,0
677532575,2325779114,4,21817,315,326,398,637873201,0,4,0
677482523,2269834717,4,7977,251,346,397,618740685,0,4,0
677559909,2270017584,6,21817,257,440,406,618634344,0,6,0
677544006,2316024910,4,8424,258,332,405,634221893,0,4,0
671777972,2297531369,6,7996,260,277,411,628020743,0,6,0
832278740,1403254246,4,22276,334,442,402,321214623,0,4,0
842366608,1402700710,4,8079,405,272,384,321007496,0,4,0
838337184,1407809203,6,22839,616,880,466,322297062,0,6,0
839576542,1404185971,4,8995,439,433,303,321827338,0,4,0
850381887,1394668017,6,23525,517,426,334,318963455,0,6,0
841560634,1397621407,4,9077,411,429,300,321351679,0,4,0
841016197,1388350755,6,22662,439,328,302,321527884,0,6,0
840955132,1387680018,4,8666,403,341,312,317664985,0,4,0
840734138,1386357321,4,22542,393,397,346,315023047,0,4,0
677574470,2269164002,6,8377,255,306,404,618289182,0,6,0
677531093,2269325487,4,21948,253,291,393,618236235,0,4,0
677544200,2319087038,6,7903,261,318,405,636001615,0,6,0
675648029,2310364016,4,21995,264,269,398,632358823,0,4,0
825936685,1410520467,4,8377,337,439,396,322878679,0,4,0
837834213,1408958511,6,22051,424,530,386,322475961,0,6,0
836614752,1403795185,4,9680,401,347,304,322606003,0,4,0
837524683,1382429216,6,8047,398,324,323,321108233,0,6,0
844530400,1393541890,4,22859,413,304,309,318211186,0,4,0
841197334,1388152330,4,8389,400,353,312,315891660,0,4,0
846155338,1389079204,6,22576,406,328,335,316190862,0,6,0
677570032,2267982159,4,9040,253,262,375,617647721,0,4,0
677483722,2321613020,6,22554,292,423,393,636594769,0,6,0
676128878,2308947360,4,9205,262,432,387,632023480,0,4,0
826832168,1409892604,4,21833,350,246,383,322725250,0,4,0
847183075,1397221602,6,8650,415,325,406,319775809,0,6,0
838890492,1406985119,4,22580,410,316,397,322064782,0,4,0
841549748,1403721022,6,8346,413,337,434,321250910,0,6,0
842389952,1403088432,4,22410,404,286,312,321121243,0,4,0
841667349,1392221573,6,8564,394,387,324,321170108,0,6,0
842210950,1389913822,4,23086,415,292,317,321167144,0,4,0
840462049,1386660031,4,8678,398,359,320,316806626,0,4,0
844992497,1393890966,6,8968,421,390,322,318391895,0,6,0
843639283,1390597254,4,22706,374,225,334,316850827,0,4,0
677569341,2270247225,6,7772,263,294,406,618767699,0,6,0
677517298,2271941313,4,22524,258,347,390,619629657,0,4,0
677537649,2269617688,4,8588,264,316,380,618497459,0,4,0
677564665,2314163509,6,22359,275,335,398,633624437,0,6,0
674096414,2299719653,4,8774,271,307,387,629149247,0,4,0
832942204,1402432278,6,22380,348,300,400,320950554,0,6,0
681212558,2286324002,4,8740,283,438,403,624128715,0,4,0
668529429,2347451602,4,21204,335,375,369,644696903,0,4,0
668635619,2343147637,6,8922,353,328,309,644516832,0,6,0
671294837,2324151636,4,22698,344,397,313,643065477,0,4,0
674838727,2325868517,6,7940,293,430,325,640648924,0,6,0
681156931,2333106321,4,22520,277,302,309,638241512,0,4,0
673830674,2325660237,4,7647,301,247,311,641539667,0,4,0
677560224,2326922672,6,22721,274,358,303,638400592,0,6,0
677498758,2325791875,4,9239,245,326,289,637962471,0,4,0
677518658,2325306765,6,9238,276,452,323,637733660,0,6,0
677573639,2271372521,4,22153,266,329,384,619377808,0,4,0
677566472,2270818287,6,8303,286,298,389,619124674,0,6,0
677537328,2268731347,4,22500,261,303,387,617936544,0,4,0
670782605,2302939242,4,8189,268,320,392,629317058,0,4,0
827175762,1408913923,6,21972,332,272,404,322456284,0,6,0
838206398,1407661423,4,8816,404,252,362,322181351,0,4,0
843235011,1401971358,6,22053,419,381,329,320939322,0,6,0
843891484,1396065948,4,9256,406,434,322,320603509,0,4,0
846521302,1396750004,4,22477,400,283,309,320055829,0,4,0
842437120,1389992687,6,9029,408,288,300,321098553,0,6,0
842867177,1391037277,4,23175,399,309,307,320691362,0,4,0
843031706,1390998727,6,8441,407,227,304,317088857,0,6,0
843329321,1391657211,4,22982,405,331,293,317389106,0,4,0
844490069,1390023107,4,8693,382,255,320,316747695,0,4,0
677534259,2269356135,6,22371,265,359,403,618392884,0,6,0
677532852,2265398513,4,9351,267,409,379,616515779,0,4,0
670063937,2300700469,6,9194,281,496,379,628587959,0,6,0
827320837,1408936595,4,22627,343,267,379,322427414,0,4,0
837683701,1408178371,4,8004,402,373,351,322292634,0,4,0
842255851,1400908779,6,23513,422,333,296,321087908,0,6,0
841113035,1387792089,4,9755,411,336,300,321274184,0,4,0
849293097,1401475335,6,22265,416,315,323,319273230,0,6,0
841862945,1389045727,4,9059,393,247,314,321188532,0,4,0
842800287,1391056703,4,21821,403,338,320,318276093,0,4,0
842288394,1389929724,6,9533,412,444,305,316657941,0,6,0
844210584,1388736774,4,22880,424,471,331,316129889,0,4,0
677578100,2268622365,6,8382,256,213,414,617954808,0,6,0
,,,,,,,,,,
avg,,,,,,,,,,
538457609.56,1648658710.17,4.82,16061.60,354.65,350.27,407.87,486048532.80,0.00,4.82,0
min,,,,,,,,,,
327495933,1369127701,4,7605,242,213,286,309938277,0,4,0
max,,,,,,,,,,
888677097,2350217384,6,25737,619,1267,701,645593811,0,6,0
